-1.2683770061e-01 -2.1148753166e+00 -2.1653614044e+00 -2.2154767513e+00 -2.1723680496e+00 -2.2680249214e+00 -2.2766473293e+00 -2.2389106750e+00 -2.2710266113e+00 -2.3041675091e+00 -2.3371460438e+00 1.2444337457e-01 5.2763098478e-01 5.0975894928e-01 -4.7040507197e-01 9.6569561958e-01 2.1697029471e-02 -3.4511610866e-01 3.1756252050e-01 3.5654577613e-01 3.9076933265e-01 2.2155344486e-03 -9.1156107187e-01 -1.2007621527e+00 -6.6480386257e-01 -1.0710276365e+00 -1.1416492462e+00 -7.8953015804e-01 -1.1292299032e+00 -9.7506403923e-01 -1.0503176451e+00 2.4591383338e-01 -2.1669540405e+00 -2.2403819561e+00 -2.3078076839e+00 -2.3673751354e+00 -2.3245716095e+00 -2.1727361679e+00 -2.2364623547e+00 -2.3094692230e+00 -2.3919210434e+00 1.8130645156e-01 -3.0177695677e-02 6.1210012436e-01 -1.0524001122e+00 6.4619082212e-01 -9.1836148500e-01 9.2492258549e-01 1.2895047665e+00 5.8009076118e-01 1.4227072001e+00 1.3984824419e+00 1.6164529324e+00 6.0052120686e-01 1.4227072001e+00 -1.1224689484e+00 -2.4357247353e+00 -2.3078076839e+00 -2.0105667114e+00 -5.8987778425e-01 1.5185441971e+00 -2.3651363850e+00 -2.2514317036e+00 -1.4767978191e+00 5.5891793966e-01 -2.1607765555e-01 1.8794214725e+00 1.2444337457e-01 1.3007546961e-01 -6.1503756046e-01 -4.5199364424e-01 1.1278936863e+00 4.0482127666e-01 -1.1347617209e-01 4.1206961870e-01
-1.2683770061e-01 -2.1024832726e+00 -2.1137645245e+00 -2.1659293175e+00 -2.2178089619e+00 -2.1760003567e+00 -2.2766473293e+00 -2.2719910145e+00 -2.2410304546e+00 -2.2700536251e+00 -2.2999999523e+00 -4.1500118375e-01 1.2265352905e-01 5.2738547325e-01 5.2351361513e-01 -4.6804028749e-01 1.0111906528e+00 3.9140679291e-04 -3.4922903776e-01 3.1113016605e-01 3.5549679399e-01 3.8889935613e-01 -1.0640610456e+00 -9.1277772188e-01 -1.1935250759e+00 -6.6405081749e-01 -1.0818158388e+00 -1.1366957426e+00 -7.9310482740e-01 -1.1160237789e+00 -9.8859173059e-01 -1.0324941874e+00 -2.1613450050e+00 -2.2251050472e+00 -2.3059022427e+00 -2.3719775677e+00 -2.3280227184e+00 -2.1696381569e+00 -2.2273962498e+00 -2.3019216061e+00 -2.3900423050e+00 2.0779389143e-01 2.0486984402e-02 5.5350142717e-01 -1.0377705097e+00 3.8981440663e-01 -7.7605879307e-01 5.2016091347e-01 6.1474257708e-01 2.8512498736e-01 8.1180119514e-01 1.2684438229e+00 1.1799943447e+00 5.9078395367e-01 8.1180125475e-01 -1.1338514090e+00 -2.4294884205e+00 -2.3059022427e+00 -2.0131232738e+00 -5.6987231970e-01 1.0047377348e+00 -2.3659796715e+00 -2.2384920120e+00 -1.5004065037e+00 -4.9097377807e-02 -1.9971017540e-01 1.8722596169e+00 -4.1500118375e-01 -4.0456387401e-01 -5.4540610313e-01 -5.5702704191e-01 -1.3934956789e+00 4.2038992047e-01 -9.0605340898e-02 3.8854154944e-01
-1.2683770061e-01 -2.1427588463e+00 -2.1013817787e+00 -2.1143176556e+00 -2.1682369709e+00 -2.2214958668e+00 -2.1844034195e+00 -2.2719910145e+00 -2.2741296291e+00 -2.2400748730e+00 -2.2659490108e+00 6.3544815779e-01 -4.1476511955e-01 1.2019572407e-01 5.4125422239e-01 5.1818376780e-01 -4.6090912819e-01 9.6604859829e-01 -1.7482247495e-04 -3.5202932358e-01 3.0979710817e-01 3.5373461246e-01 -9.5832663774e-01 -1.0658966303e+00 -9.0722131729e-01 -1.1975107193e+00 -6.7122083902e-01 -1.0774327517e+00 -1.1461687088e+00 -7.8527992964e-01 -1.1303751469e+00 -9.7154003382e-01 -2.1341314316e+00 -2.2070038319e+00 -2.2960028648e+00 -2.3750383854e+00 -2.3313410282e+00 -2.1467261314e+00 -2.2084989548e+00 -2.2889714241e+00 -2.3855991364e+00 2.6546353102e-01 7.3586784303e-02 5.7968097925e-01 -9.7715055943e-01 4.9131774902e-01 -9.8387706280e-01 9.4030809402e-01 1.1140319109e+00 6.5422737598e-01 1.1937118769e+00 1.2251604795e+00 1.3069413900e+00 7.8273594379e-01 1.1937118769e+00 -1.1186912060e+00 -2.4043812752e+00 -2.2960028648e+00 -2.0191316605e+00 -4.9949416518e-01 1.4085626602e+00 -2.3594644070e+00 -2.2270550728e+00 -1.4744192362e+00 1.3088376820e-01 -2.1792533994e-01 1.8844591379e+00 6.3544815779e-01 6.3278102875e-01 -5.1011031866e-01 -6.2890058756e-01 2.3981828988e-01 4.9326109886e-01 -4.4213715941e-02 4.4569057226e-01
-1.2683770061e-01 -2.0807962418e+00 -2.1416273117e+00 -2.1019313335e+00 -2.1166000366e+00 -2.1718642712e+00 -2.2300074100e+00 -2.1799864769e+00 -2.2741296291e+00 -2.2731547356e+00 -2.2360255718e+00 3.0300062895e-01 6.3173919916e-01 -4.2015874386e-01 1.3142877817e-01 5.3578704596e-01 5.5170422792e-01 -4.7058904171e-01 9.7539496422e-01 -4.8764445819e-03 -3.5751041770e-01 3.0817461014e-01 -8.3378577232e-01 -9.5973306894e-01 -1.0594465733e+00 -9.0864098072e-01 -1.2094235420e+00 -6.7075186968e-01 -1.0858988762e+00 -1.1326913834e+00 -7.9769837856e-01 -1.1115508080e+00 -2.1108648777e+00 -2.1889026165e+00 -2.2866866589e+00 -2.3755886555e+00 -2.3348433971e+00 -2.1213762760e+00 -2.1874885559e+00 -2.2742960453e+00 -2.3800542355e+00 3.2686227560e-01 1.2944734097e-01 6.0936176777e-01 -8.8550984859e-01 6.4273792505e-01 -1.0929712057e+00 1.1249287128e+00 1.3114614487e+00 8.2246011496e-01 1.2773119211e+00 1.1733001471e+00 1.3138515949e+00 7.5570988655e-01 1.2773120403e+00 -1.1490554810e+00 -2.3765313625e+00 -2.2866866589e+00 -2.0289981365e+00 -4.1414505243e-01 1.4267518520e+00 -2.3502979279e+00 -2.2161309719e+00 -1.4470191002e+00 -1.1110199988e-01 4.6265605092e-01 1.8906204700e+00 3.0300062895e-01 3.0614435673e-01 -5.1049041748e-01 -6.3601034880e-01 2.0692014694e-01 5.5207663774e-01 -8.6454106495e-03 5.0705003738e-01
-1.2683770061e-01 -2.0508475304e+00 -2.0797111988e+00 -2.1421883106e+00 -2.1042075157e+00 -2.1201651096e+00 -2.1802575588e+00 -2.2254722118e+00 -2.1820724010e+00 -2.2731547356e+00 -2.2690443993e+00 -1.7056193948e-01 3.0054020882e-01 6.3206243515e-01 -4.1242337227e-01 1.2913431227e-01 5.6977850199e-01 5.1763099432e-01 -4.7598993778e-01 9.6537929773e-01 -8.1861233339e-03 -3.5709336400e-01 -7.5981342793e-01 -8.3468663692e-01 -9.5390266180e-01 -1.0622305870e+00 -9.1798549891e-01 -1.2038239241e+00 -6.7230856419e-01 -1.0733865499e+00 -1.1471402645e+00 -7.8303343058e-01 -2.1013088226e+00 -2.1691265106e+00 -2.2789049149e+00 -2.3744874001e+00 -2.3384513855e+00 -2.1100347042e+00 -2.1733593941e+00 -2.2626504898e+00 -2.3754315376e+00 3.6138647795e-01 1.8165972829e-01 5.7014060020e-01 -8.5118228197e-01 4.4338425994e-01 -9.2584860325e-01 9.4908046722e-01 1.0217771530e+00 6.9438022375e-01 1.0859261751e+00 1.2710765600e+00 9.9311131239e-01 5.9405499697e-01 1.0859260559e+00 -1.1772516966e+00 -2.3563320637e+00 -2.2789049149e+00 -2.0341825485e+00 -3.5701987147e-01 1.1259241104e+00 -2.3435375690e+00 -2.2091131210e+00 -1.4730606079e+00 3.0354526639e-01 6.8825072050e-01 1.8874037266e+00 -1.7056193948e-01 -1.6179476678e-01 -5.4132449627e-01 -6.2962812185e-01 5.2545225620e-01 5.6007725000e-01 1.5640474856e-02 5.0710773468e-01
-1.2683770061e-01 -2.0673704147e+00 -2.0497848988e+00 -2.0802545547e+00 -2.1444845200e+00 -2.1077578068e+00 -2.1284351349e+00 -2.1758513451e+00 -2.2275841236e+00 -2.1811511517e+00 -2.2690443993e+00 -8.8629120588e-01 -1.7124387622e-01 2.9905414581e-01 6.4660876989e-01 -4.1050747037e-01 1.5224462748e-01 5.3526985645e-01 5.2237427235e-01 -4.7809976339e-01 9.6813857555e-01 -8.8367443532e-03 -8.3094388247e-01 -7.6041406393e-01 -8.2958596945e-01 -9.5574069023e-01 -1.0729407072e+00 -9.1516417265e-01 -1.2144374847e+00 -6.6641753912e-01 -1.0874887705e+00 -1.1281062365e+00 -2.1116962433e+00 -2.1581404209e+00 -2.2705419064e+00 -2.3753905296e+00 -2.3428740501e+00 -2.1316583157e+00 -2.1778707504e+00 -2.2606840134e+00 -2.3746829033e+00 3.3049300313e-01 2.1669696271e-01 3.8549286127e-01 -9.6618199348e-01 6.6746242344e-02 -2.7523389459e-01 1.2797062099e-01 -1.6584625840e-01 6.9228537381e-02 3.4609079361e-02 8.5764151812e-01 4.6395799518e-01 2.2908650339e-01 3.4609079361e-02 -1.1449569464e+00 -2.3525838852e+00 -2.2705419064e+00 -2.0218272209e+00 -3.7771371007e-01 3.6278143525e-01 -2.3319473267e+00 -2.2022187710e+00 -1.4949773550e+00 1.1380377412e-01 2.4492967129e-01 1.8731563091e+00 -8.8629120588e-01 -8.7502944469e-01 -3.5405591130e-01 -6.5932780504e-01 -1.1201454401e+00 4.8266497254e-01 4.8990570009e-02 3.7665832043e-01
-1.2683770061e-01 -2.1541187763e+00 -2.0662956238e+00 -2.0503196716e+00 -2.0825200081e+00 -2.1480829716e+00 -2.1159982681e+00 -2.1241633892e+00 -2.1779348850e+00 -2.2266364098e+00 -2.1772108078e+00 -5.4594761133e-01 -8.8428521156e-01 -1.7530719936e-01 3.1144496799e-01 6.4032590389e-01 -4.0183684230e-01 1.2779419124e-01 5.4019421339e-01 5.1482629776e-01 -4.8436939716e-01 9.6450394392e-01 -1.0469262600e+00 -8.3183324337e-01 -7.5574690104e-01 -8.3030980825e-01 -9.6550393105e-01 -1.0686421394e+00 -9.2087340355e-01 -1.1998672485e+00 -6.7814129591e-01 -1.0692005157e+00 -2.1245758533e+00 -2.1618020535e+00 -2.2651422024e+00 -2.3767554760e+00 -2.3478894234e+00 -2.1637940407e+00 -2.1913213730e+00 -2.2641084194e+00 -2.3762073517e+00 2.7003601193e-01 2.3155125976e-01 1.6850876808e-01 -9.7364932299e-01 -2.9241600633e-01 2.2860622406e-01 -2.8911453485e-01 -6.6702735424e-01 -2.6969209313e-01 -5.7544749975e-01 1.9678941369e-01 4.6312876046e-02 1.6901457310e-01 -5.7544749975e-01 -1.1044436693e+00 -2.3538143635e+00 -2.2651422024e+00 -2.0102066994e+00 -4.0769135952e-01 -1.2235073000e-01 -2.3239746094e+00 -2.1986486912e+00 -1.5254560709e+00 1.4082530141e-01 -2.9168111086e-01 1.8609744310e+00 -5.4594761133e-01 -5.3496360779e-01 -4.3963471055e-01 -6.2033003569e-01 -9.1770350933e-01 4.0698245168e-01 7.3238134384e-02 2.1702066064e-01
-1.2683770061e-01 -2.2067873478e+00 -2.1529786587e+00 -2.0668351650e+00 -2.0525703430e+00 -2.0860440731e+00 -2.1564197540e+00 -2.1117589474e+00 -2.1262173653e+00 -2.1770160198e+00 -2.2226119041e+00 5.8779168129e-01 -5.4521977901e-01 -8.9224374294e-01 -1.6598691046e-01 3.0775684118e-01 6.7711466551e-01 -4.1293975711e-01 1.2853576243e-01 5.3254920244e-01 5.1476734877e-01 -4.8356464505e-01 -5.9862071276e-01 -1.0486923456e+00 -8.2674920559e-01 -7.5580894947e-01 -8.3895796537e-01 -9.6222966909e-01 -1.0769590139e+00 -9.1100293398e-01 -1.2147086859e+00 -6.6497123241e-01 -2.1384937763e+00 -2.1551060677e+00 -2.2575721741e+00 -2.3778567314e+00 -2.3526721001e+00 -2.1661081314e+00 -2.1918022633e+00 -2.2615952492e+00 -2.3752527237e+00 2.5564482808e-01 2.4029837549e-01 1.0285155475e-01 -9.8058336973e-01 -4.9586573243e-01 2.6427495759e-03 1.4681652188e-01 -3.7674952298e-02 9.0843804181e-02 8.2457475364e-02 -1.6113322973e-01 1.8958669901e-01 3.4622955322e-01 8.2457475364e-02 -1.1136044264e+00 -2.3508651257e+00 -2.2575721741e+00 -1.9985816479e+00 -4.2834991217e-01 3.1545224786e-01 -2.3165116310e+00 -2.1908173561e+00 -1.5062460899e+00 7.5223051012e-02 -3.0404573679e-01 1.8693187237e+00 5.8779168129e-01 5.8605116606e-01 -4.2386588454e-01 -5.9392905235e-01 9.0715867281e-01 3.1810989976e-01 1.0440818220e-01 1.9064046443e-01
-1.2683770061e-01 -2.1499879360e+00 -2.2056076527e+00 -2.1535429955e+00 -2.0690939426e+00 -2.0560586452e+00 -2.0942330360e+00 -2.1520755291e+00 -2.1138055325e+00 -2.1253285408e+00 -2.1730833054e+00 -3.8592359424e-01 5.8426165581e-01 -5.5132609606e-01 -8.8756412268e-01 -1.6597884893e-01 3.3564674854e-01 6.4002037048e-01 -4.1774889827e-01 1.2313304842e-01 5.3260111809e-01 5.1251840591e-01 -1.1886436939e+00 -5.9856700897e-01 -1.0423426628e+00 -8.2744765282e-01 -7.6379472017e-01 -8.3689004183e-01 -9.6873849630e-01 -1.0645896196e+00 -9.2415624857e-01 -1.1948298216e+00 -2.1659150124e+00 -2.1571984291e+00 -2.2520143986e+00 -2.3807857037e+00 -2.3567163944e+00 -2.1801588535e+00 -2.1990835667e+00 -2.2629935741e+00 -2.3759191036e+00 2.1866893768e-01 2.3923785985e-01 -2.5890984107e-03 -9.5929294825e-01 -6.9288671017e-01 -7.7132992446e-03 -1.4501841366e-01 -4.0370783210e-01 -1.4738921821e-01 -3.4816953540e-01 -2.9766473174e-01 -4.5016683638e-02 -5.5835589767e-02 -3.4816953540e-01 -1.1197720766e+00 -2.3518784046e+00 -2.2520143986e+00 -1.9868733883e+00 -4.5795360208e-01 -6.2268674374e-02 -2.3097858429e+00 -2.1868045330e+00 -1.5326517820e+00 1.6924312711e-01 -3.0219984055e-01 1.8618732691e+00 -3.8592359424e-01 -3.7564069033e-01 -4.3660247326e-01 -5.7443946600e-01 -9.8311826587e-02 1.8123309314e-01 1.3466025889e-01 1.2031157315e-01
-1.2683770061e-01 -2.1871657372e+00 -2.1488506794e+00 -2.2061872482e+00 -2.1558446884e+00 -2.0726017952e+00 -2.0641758442e+00 -2.0900499821e+00 -2.1541452408e+00 -2.1129240990e+00 -2.1214914322e+00 1.0677865744e+00 -3.8579672575e-01 5.8432555199e-01 -5.4443973303e-01 -8.8196986914e-01 -1.5076515079e-01 3.0677822232e-01 6.4602005482e-01 -4.2017596960e-01 1.2062405795e-01 5.3029763699e-01 -8.1188660860e-01 -1.1909850836e+00 -5.9484446049e-01 -1.0449733734e+00 -8.3607035875e-01 -7.6244330406e-01 -8.4126937389e-01 -9.5810174942e-01 -1.0786405802e+00 -9.0791016817e-01 -2.1692395210e+00 -2.1540594101e+00 -2.2393095493e+00 -2.3820626736e+00 -2.3608865738e+00 -2.1547825336e+00 -2.1859076023e+00 -2.2540574074e+00 -2.3721613884e+00 2.5235646963e-01 2.4573104084e-01 7.8619517386e-02 -1.0223513842e+00 3.0716425180e-01 -3.8427847624e-01 5.6129461527e-01 5.1957625151e-01 4.5914939046e-01 6.1575973034e-01 1.2722145021e-01 6.4891070127e-01 4.0462404490e-01 6.1575978994e-01 -1.0600062609e+00 -2.3472859859e+00 -2.2393095493e+00 -1.9670052528e+00 -4.9406889081e-01 8.1918561459e-01 -2.2970719337e+00 -2.1778252125e+00 -1.5087852478e+00 7.6505100727e-01 1.3311439753e-01 1.8806681633e+00 1.0677865744e+00 1.0552899837e+00 -2.9866352677e-01 -5.0763970613e-01 7.4383014441e-01 1.1549721658e-01 1.8499131501e-01 2.1276374161e-01
